"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-08",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-09",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-10",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-11",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-12",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-13",,,,,,,,,"0.39",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-14",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-15",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-16",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-17",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-18",,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-19",,,,,,,,,"1.36",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-20",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-21",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-22",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-23",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-24",,,,,,,,,"1.72",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-25",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-26",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-27",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-28",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-29",,,,,,,,,"0.51",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-30",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-03-31",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-01",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-02",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-03",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-04",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-05",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-06",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-07",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-08",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-09",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-10",,,,,,,,,"0.17",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-11",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-12",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-13",,,,,,,,,"0.68",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-14",,,,,,,,,"1.46",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-15",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-16",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-17",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-18",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-19",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-20",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-21",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-22",,,,,,,,,"0.47",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-23",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-24",,,,,,,,,"0.58",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-25",,,,,,,,,"0.21",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-26",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-27",,,,,,,,,"0.21",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-28",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-29",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-04-30",,,,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-01",,,,,,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-02",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-03",,,,,,,,,"0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-04",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-05",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-06",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-07",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-08",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-09",,,,,,,,,"0.54",",,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-10",,,,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-11",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-12",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-13",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-14",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-15",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-16",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-17",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-18",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-19",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-20",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-21",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-22",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-23",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-24",,,,,,,,,"0.41",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-25",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-26",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-27",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-28",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-29",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-30",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-05-31",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-01",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-02",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-03",,,,,,,,,"0.46",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-04",,,,,,,,,"0.28",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-05",,,,,,,,,"0.53",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-06",,,,,,,,,"0.27",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-07",,,,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-08",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-09",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","40.662099","-73.841345","2.1","2020-06-10",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
